Date,RSI,Active,Return,Signal_Type,Ticker
1992-12-16,,0,19.998796866071356,RSI_LT_26,AAON
1992-12-17,100.0,0,0.0,RSI_LT_26,AAON
1992-12-18,100.0,0,-16.665831148617006,RSI_LT_26,AAON
1992-12-21,76.19047619047619,0,19.998796866071356,RSI_LT_26,AAON
1992-12-22,81.65137614678899,0,-16.665831148617006,RSI_LT_26,AAON
1992-12-23,63.45811051693405,0,29.9989458575169,RSI_LT_26,AAON
1992-12-24,74.22618405152936,0,0.0,RSI_LT_26,AAON
1992-12-28,74.22618405152936,0,0.0,RSI_LT_26,AAON
1992-12-29,74.22618405152936,0,0.0,RSI_LT_26,AAON
1992-12-30,74.22618405152936,0,7.69248467784196,RSI_LT_26,AAON
1992-12-31,79.21166673222945,0,7.143009747480278,RSI_LT_26,AAON
1993-01-04,83.25938225169564,0,0.0,RSI_LT_26,AAON
1993-01-05,83.25938225169564,0,-6.666799602060136,RSI_LT_26,AAON
1993-01-06,63.83767516605047,0,7.143009747480278,RSI_LT_26,AAON
1993-01-07,72.00157736731119,0,13.333599204120272,RSI_LT_26,AAON
1993-01-08,82.10269008938172,0,-5.882456437347283,RSI_LT_26,AAON
1993-01-11,66.99613555900078,0,0.0,RSI_LT_26,AAON
1993-01-12,66.99613555900078,0,0.0,RSI_LT_26,AAON
1993-01-13,66.99613555900078,0,0.0,RSI_LT_26,AAON
1993-01-14,66.99613555900078,0,-6.25011683760256,RSI_LT_26,AAON
1993-01-15,46.22946229703586,0,0.0,RSI_LT_26,AAON
1993-01-18,46.22946229703586,0,0.0,RSI_LT_26,AAON
1993-01-19,46.22946229703586,0,0.0,RSI_LT_26,AAON
1993-01-20,46.22946229703586,0,0.0,RSI_LT_26,AAON
1993-01-21,46.22946229703586,0,13.333599204120272,RSI_LT_26,AAON
1993-01-22,81.40647540276956,0,0.0,RSI_LT_26,AAON
1993-01-25,81.40647540276956,0,5.882463026991114,RSI_LT_26,AAON
1993-01-26,87.69536368542227,0,-11.111301275017881,RSI_LT_26,AAON
1993-01-27,47.51656435691556,0,6.250116837602548,RSI_LT_26,AAON
1993-01-28,59.19978433268589,0,0.0,RSI_LT_26,AAON
1993-01-29,59.19978433268589,0,0.0,RSI_LT_26,AAON
1993-02-01,59.19978433268589,0,0.0,RSI_LT_26,AAON
1993-02-02,59.19978433268589,0,0.0,RSI_LT_26,AAON
1993-02-03,59.19978433268589,0,0.0,RSI_LT_26,AAON
1993-02-04,59.19978433268589,0,-23.529825749389122,RSI_LT_26,AAON
1993-02-05,13.464518835821508,1,30.769938711367793,RSI_LT_26,AAON
1993-02-08,55.97721289924569,0,-5.882456437347283,RSI_LT_26,AAON
1993-02-09,48.52716066564525,0,0.0,RSI_LT_26,AAON
1993-02-10,48.52716066564525,0,6.250116837602548,RSI_LT_26,AAON
1993-02-11,57.388424449516194,0,5.882463026991114,RSI_LT_26,AAON
1993-02-12,64.93431306307396,0,5.555647525735918,RSI_LT_26,AAON
1993-02-16,71.2895569160613,0,-5.263240438538707,RSI_LT_26,AAON
1993-02-17,58.1221179852143,0,0.0,RSI_LT_26,AAON
1993-02-18,58.1221179852143,0,5.555647525735918,RSI_LT_26,AAON
1993-02-19,67.50124047459886,0,5.262450376435113,RSI_LT_26,AAON
1993-02-22,74.60860866235315,0,-9.99947348492487,RSI_LT_26,AAON
1993-02-23,48.23471091951855,0,5.555647525735918,RSI_LT_26,AAON
1993-02-24,57.60252007436642,0,0.0,RSI_LT_26,AAON
1993-02-25,57.60252007436641,0,-5.263240438538707,RSI_LT_26,AAON
1993-02-26,44.90510918605431,0,22.221756147774375,RSI_LT_26,AAON
1993-03-01,73.79074944829236,0,-13.635959052893988,RSI_LT_26,AAON
1993-03-02,49.47369893267586,0,0.0,RSI_LT_26,AAON
1993-03-03,49.47369893267586,0,5.262450376435113,RSI_LT_26,AAON
1993-03-04,56.87478645677825,0,0.0,RSI_LT_26,AAON
1993-03-05,56.87478645677826,0,10.000224048968143,RSI_LT_26,AAON
1993-03-08,70.41797987792692,0,-13.635959052893988,RSI_LT_26,AAON
1993-03-09,44.32142876069238,0,-5.263240438538707,RSI_LT_26,AAON
1993-03-10,38.39273410121377,0,0.0,RSI_LT_26,AAON
1993-03-11,38.39273410121377,0,-5.555653749281964,RSI_LT_26,AAON
1993-03-12,31.755529532651977,0,0.0,RSI_LT_26,AAON
1993-03-15,31.755529532651977,0,17.646492889411867,RSI_LT_26,AAON
1993-03-16,62.30249193862269,0,20.000448097936285,RSI_LT_26,AAON
1993-03-17,78.40989731185294,0,-16.666977844627105,RSI_LT_26,AAON
1993-03-18,51.111318275629216,0,20.000448097936285,RSI_LT_26,AAON
1993-03-19,65.93574872885306,0,-16.666977844627105,RSI_LT_26,AAON
1993-03-22,47.812950726226774,0,0.0,RSI_LT_26,AAON
1993-03-23,47.812950726226774,0,10.000224048968143,RSI_LT_26,AAON
1993-03-24,57.038177215215846,0,4.545547127484206,RSI_LT_26,AAON
1993-03-25,61.31247929072044,0,4.347910793313181,RSI_LT_26,AAON
1993-03-26,65.59162160931987,0,-8.333488922313547,RSI_LT_26,AAON
1993-03-29,51.383170462796656,0,9.091094254968436,RSI_LT_26,AAON
1993-03-30,61.74237464686397,0,0.0,RSI_LT_26,AAON
1993-03-31,61.74237464686397,0,0.0,RSI_LT_26,AAON
1993-04-01,61.74237464686397,0,0.0,RSI_LT_26,AAON
1993-04-02,61.74237464686397,0,0.0,RSI_LT_26,AAON
1993-04-05,61.74237464686397,0,0.0,RSI_LT_26,AAON
1993-04-06,61.74237464686398,0,-8.333488922313547,RSI_LT_26,AAON
1993-04-07,34.05855343059099,0,9.091094254968436,RSI_LT_26,AAON
1993-04-08,57.74258554070836,0,33.33333022155374,RSI_LT_26,AAON
1993-04-12,84.88541803344576,0,0.0,RSI_LT_26,AAON
1993-04-13,84.88541803344577,0,0.0,RSI_LT_26,AAON
1993-04-14,84.88541803344576,0,9.37470615561753,RSI_LT_26,AAON
1993-04-15,89.7210158028748,0,-2.8567750514175816,RSI_LT_26,AAON
1993-04-16,79.16859162409861,0,-8.823684656020925,RSI_LT_26,AAON
1993-04-19,54.935547236439206,0,0.0,RSI_LT_26,AAON
1993-04-20,54.935547236439206,0,3.2258687001962327,RSI_LT_26,AAON
1993-04-21,61.13203545012986,0,3.1250584188012853,RSI_LT_26,AAON
1993-04-22,66.83276913613977,0,0.0,RSI_LT_26,AAON
1993-04-23,66.83276913613977,0,-3.030357962184227,RSI_LT_26,AAON
1993-04-26,54.37224650437563,0,0.0,RSI_LT_26,AAON
1993-04-27,54.37224650437563,0,3.1250584188012853,RSI_LT_26,AAON
1993-04-28,64.66574062991288,0,-3.030357962184227,RSI_LT_26,AAON
1993-04-29,50.441432305015034,0,0.0,RSI_LT_26,AAON
1993-04-30,50.441432305015034,0,-3.125058418801274,RSI_LT_26,AAON
1993-05-03,37.53926448276302,0,3.2258687001962327,RSI_LT_26,AAON
1993-05-04,52.67163037201311,0,6.250116837602548,RSI_LT_26,AAON
1993-05-05,70.52431811909685,0,14.705706176875143,RSI_LT_26,AAON
1993-05-06,86.47124620822822,0,-5.128308976992313,RSI_LT_26,AAON
1993-05-07,68.05982419081049,0,-8.10786638451091,RSI_LT_26,AAON
1993-05-10,48.64182335343269,0,5.882014931210389,RSI_LT_26,AAON
1993-05-11,58.50684493364448,0,-5.555254058049252,RSI_LT_26,AAON
1993-05-12,47.179002272134746,0,-5.882456437347283,RSI_LT_26,AAON
1993-05-13,37.98515913409671,0,0.0,RSI_LT_26,AAON
1993-05-14,37.98515913409671,0,0.0,RSI_LT_26,AAON
1993-05-17,37.985159134096705,0,3.1250584188012853,RSI_LT_26,AAON
1993-05-18,47.90000682648018,0,15.15133492556786,RSI_LT_26,AAON
1993-05-19,73.93972821044287,0,7.894898206575429,RSI_LT_26,AAON
1993-05-20,81.04519499984775,0,2.4390633087587155,RSI_LT_26,AAON
1993-05-21,82.97889415086283,0,-2.3809894682531585,RSI_LT_26,AAON
1993-05-24,73.59414128003735,0,4.877765954842417,RSI_LT_26,AAON
1993-05-25,79.4142363453048,0,2.3256351961014277,RSI_LT_26,AAON
1993-05-26,81.90686549172634,0,0.0,RSI_LT_26,AAON
1993-05-27,81.90686549172632,0,2.2727684717304797,RSI_LT_26,AAON
1993-05-28,84.78538810271371,0,-4.444533178683496,RSI_LT_26,AAON
1993-06-01,60.65900986541425,0,4.6512599713363745,RSI_LT_26,AAON
1993-06-02,70.98100237536126,0,-4.444533178683496,RSI_LT_26,AAON
1993-06-03,53.45093536890977,0,2.3256351961014277,RSI_LT_26,AAON
1993-06-04,59.67528208772994,0,6.818315599214686,RSI_LT_26,AAON
1993-06-07,73.14251002044557,0,-17.02127781284689,RSI_LT_26,AAON
1993-06-08,34.61201642043754,0,10.256215816127856,RSI_LT_26,AAON
1993-06-09,50.807820768359704,0,-4.650905661875604,RSI_LT_26,AAON
1993-06-10,43.99711319290486,0,0.0,RSI_LT_26,AAON
1993-06-11,43.99711319290486,0,-2.439074237930694,RSI_LT_26,AAON
1993-06-14,39.82599594085482,0,0.0,RSI_LT_26,AAON
1993-06-15,39.82599594085482,0,0.0,RSI_LT_26,AAON
1993-06-16,39.82599594085482,0,-2.5000411688457014,RSI_LT_26,AAON
1993-06-17,33.603787699908736,0,5.128303232165798,RSI_LT_26,AAON
1993-06-18,52.25313818467451,0,-17.073120750737935,RSI_LT_26,AAON
