Date,RSI,Active,Return,Signal_Type,Ticker
1999-11-18,,0,-8.238633126956374,RSI_LT_33,A
1999-11-19,0.0,1,8.978324329404263,RSI_LT_33,A
1999-11-22,6.666666666666657,1,-9.090910743681857,RSI_LT_33,A
1999-11-23,6.179604002344675,1,2.656254176780659,RSI_LT_33,A
1999-11-24,8.090638879720004,1,0.3044114134733933,RSI_LT_33,A
1999-11-26,8.326012296913461,1,2.276176142166686,RSI_LT_33,A
1999-11-29,10.17453726485573,1,0.14836669405406955,RSI_LT_33,A
1999-11-30,10.303725172174552,1,1.7777753619309111,RSI_LT_33,A
1999-12-01,11.932222293453975,1,2.765649226289524,RSI_LT_33,A
1999-12-02,14.56365130777462,1,0.8498572099689738,RSI_LT_33,A
1999-12-03,15.418735455906386,1,2.8089949917635915,RSI_LT_33,A
1999-12-06,18.337716069550638,1,-1.092898531685338,RSI_LT_33,A
1999-12-07,18.07044672989535,1,-0.13812626767975011,RSI_LT_33,A
1999-12-08,18.03524103021917,1,1.383125995040868,RSI_LT_33,A
1999-12-09,19.71113980749702,1,-2.319233904190998,RSI_LT_33,A
1999-12-10,19.0034156905202,1,1.675975390029083,RSI_LT_33,A
1999-12-13,21.144720050074724,1,-5.494500149322512,RSI_LT_33,A
1999-12-14,19.3205193581622,1,-3.0523244547418504,RSI_LT_33,A
1999-12-15,18.42632442747032,1,13.343323560155573,RSI_LT_33,A
1999-12-16,32.59257958043118,1,-2.777771193892742,RSI_LT_33,A
1999-12-17,31.221839431117658,1,2.0408163265306145,RSI_LT_33,A
1999-12-20,33.366532074288784,0,-0.5333401595048803,RSI_LT_33,A
1999-12-21,33.07187905839265,0,2.010723998581243,RSI_LT_33,A
1999-12-22,35.365150660285764,0,4.599211873143982,RSI_LT_33,A
1999-12-23,40.46502034995791,0,6.15578572208797,RSI_LT_33,A
1999-12-27,46.76554692600609,0,16.44970010285707,RSI_LT_33,A
1999-12-28,59.72127301704797,0,17.07317305819607,RSI_LT_33,A
1999-12-29,69.37344353725571,0,10.069440149488429,RSI_LT_33,A
1999-12-30,73.98533594232674,0,-2.4447977760030493,RSI_LT_33,A
1999-12-31,70.92716878607857,0,-6.8714568883360805,RSI_LT_33,A
2000-01-03,63.24693255963775,0,-7.6388904834234665,RSI_LT_33,A
2000-01-04,56.46478656053263,0,-6.203010925563768,RSI_LT_33,A
2000-01-05,51.985256212888544,0,-3.8076172008590814,RSI_LT_33,A
2000-01-06,49.559833256699974,0,8.333334074020415,RSI_LT_33,A
2000-01-07,54.36266116934703,0,6.057694445604467,RSI_LT_33,A
2000-01-10,57.75652238858169,0,-1.3599275546971823,RSI_LT_33,A
2000-01-11,56.68122932759425,0,-2.0220573818807153,RSI_LT_33,A
2000-01-12,55.07007989651841,0,1.5009413601579702,RSI_LT_33,A
2000-01-13,56.04367794921186,0,1.1090557415745161,RSI_LT_33,A
2000-01-14,56.79597813690894,0,4.570384054836496,RSI_LT_33,A
2000-01-18,59.8626749928871,0,-2.097906635692315,RSI_LT_33,A
2000-01-19,57.75435374083955,0,-2.6785716326382714,RSI_LT_33,A
2000-01-20,55.1528701271625,0,0.9174312644786964,RSI_LT_33,A
2000-01-21,55.86290886333079,0,-0.363633289038201,RSI_LT_33,A
2000-01-24,55.48641873617494,0,-1.1861329993325676,RSI_LT_33,A
2000-01-25,54.21410791243678,0,0.9233610923639946,RSI_LT_33,A
2000-01-26,55.063340426078895,0,0.18298106674081716,RSI_LT_33,A
2000-01-27,55.24123493445958,0,-0.547940572717398,RSI_LT_33,A
2000-01-28,54.54714103516203,0,-2.754821022979248,RSI_LT_33,A
2000-01-31,51.10703026062999,0,7.27100901003106,RSI_LT_33,A
2000-02-01,58.33341300142163,0,7.746480724589722,RSI_LT_33,A
2000-02-02,64.71862593481731,0,1.6339869736677892,RSI_LT_33,A
2000-02-03,65.98783227096303,0,-1.9292646185499307,RSI_LT_33,A
