Date,RSI,Active,Return,Signal_Type,Ticker
2011-01-13,,0,0.282350427964162,RSI_LT_29,AAT
2011-01-14,100.0,0,0.28156440541873273,RSI_LT_29,AAT
2011-01-18,100.0,0,-0.5615387670602545,RSI_LT_29,AAT
2011-01-19,74.9997871259448,0,-0.1882396024816213,RSI_LT_29,AAT
2011-01-20,68.35408852678798,0,0.1885946122299753,RSI_LT_29,AAT
2011-01-21,71.31906161829,0,0.23529052734374556,RSI_LT_29,AAT
2011-01-24,74.76667015825345,0,-0.1408393444666367,RSI_LT_29,AAT
2011-01-25,68.96392426813543,0,0.0,RSI_LT_29,AAT
2011-01-26,68.96392426813543,0,0.6111855099615315,RSI_LT_29,AAT
2011-01-27,78.71002983751114,0,-0.467291510524781,RSI_LT_29,AAT
2011-01-28,61.404888422447044,0,-0.04694047836305559,RSI_LT_29,AAT
2011-01-31,59.86948387782959,0,0.04696252279590141,RSI_LT_29,AAT
2011-02-01,61.0069891936905,0,-0.8920123639178379,RSI_LT_29,AAT
2011-02-02,37.463953937000475,0,0.33159494457757344,RSI_LT_29,AAT
2011-02-03,46.361178680518364,0,-0.5665761921829326,RSI_LT_29,AAT
2011-02-04,36.09136846789949,0,0.474835631555659,RSI_LT_29,AAT
2011-02-07,47.41603542090334,0,-0.9924342437948486,RSI_LT_29,AAT
2011-02-08,33.06237880700613,0,0.9069146529344874,RSI_LT_29,AAT
2011-02-09,49.27177479601067,0,0.4730387150280402,RSI_LT_29,AAT
2011-02-10,55.838361991324916,0,0.7062129008788443,RSI_LT_29,AAT
2011-02-11,63.99464722695407,0,-0.18699864104749775,RSI_LT_29,AAT
2011-02-14,60.517416800466194,0,-0.3278674172061069,RSI_LT_29,AAT
2011-02-15,54.47412207149717,0,0.09397814741420873,RSI_LT_29,AAT
2011-02-16,55.940618304458376,0,1.1267684838655256,RSI_LT_29,AAT
2011-02-17,69.6353483725629,0,-0.13927894786616157,RSI_LT_29,AAT
2011-02-18,66.61570661359049,0,-0.4184107467699927,RSI_LT_29,AAT
2011-02-22,57.837706648420394,0,-0.9337103745428954,RSI_LT_29,AAT
2011-02-23,43.110075076840786,0,-0.6597520932073331,RSI_LT_29,AAT
2011-02-24,35.68856597697824,0,1.5180251232560726,RSI_LT_29,AAT
2011-02-25,55.92314762094114,0,0.7476628517019579,RSI_LT_29,AAT
2011-02-28,62.758354872398776,0,-0.27829066525332236,RSI_LT_29,AAT
2011-03-01,58.77105235002308,0,-1.5348833660746686,RSI_LT_29,AAT
2011-03-02,41.750251865325446,0,1.5115715336371238,RSI_LT_29,AAT
2011-03-03,56.12539674411474,0,-1.0237287840745513,RSI_LT_29,AAT
2011-03-04,46.85153613133208,0,-1.128348688072378,RSI_LT_29,AAT
